code_departement,departement,mean_SCA,mean_rSCI,mean_HDDS_score,mean_LhCSI_score,mean_SERS_score,geometry
TCD0702,Wayi,61.43103448275862,4.862068965517241,6.931034482758621,0.4827586206896552,29.862068965517242,"list(c(-996122.200599998, -991054.103599999, -985584.978, -984032.1932, -988171.660399999, -998590.5836, -1003633.2262, -1019166.8045, -1016317.0061, -1010550.1535, -1003758.1473, -1001555.6433, -1008518.9973, -1011863.1894, -1015230.6441, -1017690.2012, -1021464.7152, -1023362.2674, -1028071.3546, -1032656.6577, -1040394.1317, -1042962.9872, -1043974.8278, -1044308.23, -1044725.7406, -1045396.1441, -1045993.7093, -1046013.9978, -1046035.6813, -1048144.8596, -1054853.5432, -1057599.7795, -1053426.8127, 
-1038644.5161, -1023000.2947, -1002455.6604, -996122.200599998, 1591333.5404, 1576546.1285, 1565657.5484, 1552937.983, 1555069.8843, 1560435.2861, 1569144.09, 1566670.8285, 1558294.0073, 1551418.1137, 1548693.134, 1545711.9934, 1539591.4582, 1540552.5101, 1535309.0493, 1537251.906, 1541835.7914, 1546773.1779, 1549505.3105, 1549034.1514, 1552785.9073, 1550556.583, 1553319.4761, 1555717.533, 1558952.5749, 1564368.8566, 1569439.1443, 1574193.9228, 1579275.6304, 1584839.0329, 1590677.6982, 1603151.0869, 
1602535.837, 1604543.6136, 1606366.1352, 1609203.3303, 1591333.5404))"
TCD0703,Kaya,60.79528985507246,4.050724637681159,6.673913043478261,0.6702898550724637,28.649446494464943,"list(c(-1109604.7116, -1102138.5964, -1079109.4226, -1070454.1661, -1068577.7196, -1063112.2461, -1057599.7795, -1054853.5432, -1059228.7276, -1073368.9719, -1083298.7192, -1087054.1844, -1104059.2113, -1111866.8759, -1113711.6638, -1115221.2163, -1127332.0947, -1138190.8706, -1147509.2702, -1172777.9194, -1163367.5971, -1162171.5161, -1149809.8417, -1143850.7851, -1130180.7795, -1118759.3893, -1109604.7116, 1620644.1507, 1616859.2859, 1618563.9351, 1602036.0867, 1598491.2974, 1603963.6902, 1603151.0869, 
1590677.6982, 1585012.7202, 1566692.9366, 1566649.2562, 1573806.325, 1571857.6197, 1570962.4421, 1567196.2652, 1557963.3534, 1559958.4765, 1559566.5548, 1547878.5355, 1586254.6665, 1595563.8775, 1605122.9056, 1616367.5872, 1616395.4602, 1613458.1228, 1613510.5045, 1620644.1507))"
TCD1401,Ouara,45.513125,5.1575,5.5025,0.39,40.82337992376112,"list(c(-452793.631200001, -446945.112199999, -441828.140999999, -433572.8598, -425522.116700001, -421441.215799998, -416944.8004, -414124.777199998, -408697.171599999, -406080.380800001, -402635.8682, -396889.0211, -391041.0792, -384251.331500001, -381844.467399999, -382251.716899998, -380361.598099999, -378478.1395, -374508.282499999, -372515.629099999, -365734.5986, -361860.236900002, -356841.273400001, -349057.497200001, -344382.774, -346251.079300001, -349898.640900001, -351351.745099999, -357815.421700001, 
-365665.195599999, -370744.404899999, -374708.291099999, -386292.546500001, -401403.931200001, -407347.393199999, -421005.4421, -430392.753800001, -441966.433400001, -452500.150600001, -457622.187899999, -465226.705499999, -469929.147, -473740.338399999, -484250.402199998, -483164.0922, -483513.6877, -485382.471999999, -490124.930500001, -492510.273400001, -493713.669100001, -493168.214499999, -492746.968499999, -491066.208799999, -494129.539900001, -497818.574200001, -515940.926399998, -515345.341600001, 
-507628.027399998, -502295.838300001, -499896.399900001, -496661.567699999, -491782.204100002, -484542.7927, -471160.039799999, -466259.084800001, -458642.8783, -452793.631200001, 1685601.6111, 1683783.1529, 1682420.4425, 1677060.8147, 1669068.2972, 1663011.4045, 1657983.7117, 1656729.4807, 1656395.2088, 1655204.6459, 1651482.9521, 1649588.5017, 1644975.2829, 1640977.687, 1636743.3515, 1630212.3177, 1622651.5658, 1619330.304, 1616355.7226, 1612444.6405, 1610750.5596, 1601580.6621, 1594359.8182, 1584112.4165, 
1564410.0953, 1557628.289, 1554979.8943, 1549805.521, 1546922.2247, 1543446.4861, 1542533.9991, 1542412.9874, 1539478.3579, 1536505.8644, 1535000.8828, 1530836.8674, 1530360.4184, 1527578.7833, 1526639.151, 1526652.8133, 1526960.4824, 1527827.2093, 1529037.149, 1532330.5149, 1565253.2736, 1573783.3255, 1577960.6057, 1588234.0281, 1592401.2459, 1596957.1314, 1600349.8547, 1603426.5161, 1612621.1179, 1620976.1509, 1623370.3926, 1635380.7192, 1649714.1, 1658387.9348, 1666531.882, 1670085.6641, 1674556.2728, 
1677532.1732, 1684535.4763, 1683394.8401, 1685919.3378, 1687762.7173, 1685601.6111))"
TCD1403,Assoungha,42.9375,7.1640625,5.390625,0.203125,37.86507936507937,"list(c(-364859.409400001, -359534.457600001, -356403.203000002, -347426.766100001, -336254.833099999, -314852.077100001, -311197.6131, -303785.169799998, -299503.5693, -295203.967500001, -292282.16, -298680.965100002, -302476.989500001, -300138.459899999, -299822.255100001, -300481.136399999, -298163.895199999, -295688.177200001, -292969.820900001, -291419.5405, -289974.880800001, -290147.779300001, -288738.150699999, -287143.283100002, -285822.149900001, -284074.261100002, -283009.610100001, -283487.408300001, 
-285332.470400002, -287824.239399999, -290276.347600002, -293197.7148, -294794.5931, -297032.843699999, -299924.658500001, -303306.5748, -306007.242899999, -310563.457600001, -312759.723000001, -315173.867400002, -318790.341699999, -320543.212200001, -320422.160100002, -322841.8387, -324716.4723, -325771.681400001, -327097.702399999, -327875.246199999, -329532.0962, -332157.138500001, -336267.549600001, -339711.088, -346183.4899, -348690.8682, -352043.9932, -351535.647500001, -352375.940400001, -351865.095899999, 
-351351.745099999, -349898.640900001, -346251.079300001, -344382.774, -349057.497200001, -356841.273400001, -361860.236900002, -365734.5986, -372515.629099999, -374508.282499999, -378478.1395, -380361.598099999, -382251.716899998, -381844.467399999, -384251.331500001, -391041.0792, -384680.265999999, -377591.200300001, -371853.754299998, -364859.409400001, 1653717.1586, 1652122.3478, 1651897.9563, 1651109.4529, 1647461.213, 1640847.5537, 1639363.2289, 1636967.0405, 1634566.5866, 1631321.9405, 1631217.9149, 
1623908.7056, 1612801.676, 1609911.7022, 1606345.9782, 1603479.4904, 1598874.9709, 1594697.7876, 1592104.8388, 1589762.3069, 1587052.785, 1582732.6334, 1579582.229, 1576481.2107, 1573783.8138, 1571442.2276, 1568750.3911, 1565797.5743, 1563791.6198, 1560656.6473, 1557816.3456, 1554822.6564, 1551680.6808, 1548679.798, 1545219.6437, 1544814.5446, 1542763.8872, 1541989.4667, 1538588.2864, 1535614.4327, 1533537.7906, 1531397.9671, 1528521.817, 1525151.9921, 1520979.0382, 1516523.436, 1513779.8938, 1510864.2371, 
1506584.2429, 1503801.8204, 1504611.5041, 1505758.2339, 1509778.9588, 1512653.4442, 1523352.2013, 1532556.7918, 1536581.2533, 1544056.5727, 1549805.521, 1554979.8943, 1557628.289, 1564410.0953, 1584112.4165, 1594359.8182, 1601580.6621, 1610750.5596, 1612444.6405, 1616355.7226, 1619330.304, 1622651.5658, 1630212.3177, 1636743.3515, 1640977.687, 1644975.2829, 1648306.0298, 1653239.9846, 1654965.8218, 1653717.1586))"
TCD1501,Bahr Azoum,52.177570093457945,3.560747663551402,5.719626168224299,0.08411214953271028,39.943396226415096,"list(c(-493676.174699999, -490416.581900001, -485128.6314, -455028.475099999, -421894.162900001, -411155.760000002, -406654.068999998, -406937.6743, -399543.180199999, -375110.029399998, -375726.174800001, -376267.106699999, -377321.3222, -378396.863299999, -381321.495499998, -383960.347199999, -387376.9285, -390460.324900001, -393136.5537, -395395.696400002, -399315.983399998, -401272.8693, -402522.716899998, -404965.0134, -407752.91, -409391.7951, -411058.530900002, -412990.212099999, -416508.02, 
-418438.9998, -419432.0638, -420729.033300001, -422581.010299999, -424665.920000002, -426461.865400001, -427558.720699999, -429280.626499999, -430424.987100001, -431958.626499999, -433758.571699999, -436102.597399998, -436854.4344, -438688.141100001, -440179.860100001, -440976.5425, -442381.066300001, -443004.7927, -443718.355599999, -446486.8869, -451519.338100001, -456396.496199999, -463737.142900001, -467003.8649, -472285.770500001, -477220.3431, -480523.4428, -486018.590300001, -490991.435699999, 
-494311.0167, -498168.525400002, -502246.116300002, -506489.342099998, -509447.531500001, -512287.618099999, -516327.838399999, -521844.918299999, -528112.753800001, -533835.567200001, -539508.404199999, -544482.376400001, -549225.749499999, -552557.365800001, -556573.222199999, -561141.1468, -556878.508400001, -557518.9419, -554096.4472, -552964.8402, -558908.5845, -552687.725900002, -549540.156599998, -551560.6591, -548444.423500001, -551683.009199999, -552948.921100002, -549774.646400001, -545823.304099999, 
-541607.503699999, -536630.471099999, -533511.655999999, -528375.141899999, -524184.331700001, -519741.390000001, -515220.384599999, -511740.733800001, -509131.416499998, -506236.1373, -504215.504900001, -505385.4177, -507513.786400001, -508808.883400001, -508315.066399999, -507757.250399999, -509437.207199998, -512083.5022, -515010.5266, -519280.764400002, -522977.723000001, -524180.405499998, -524044.835200001, -522173.8979, -517864.5933, -515109.745000001, -512440.046, -509538.8138, -507455.513099998, 
-506559.7161, -505877.5689, -496606.1754, -493676.174699999, 1413553.0273, 1414133.0076, 1411861.0641, 1395935.2442, 1377271.0926, 1371487.3691, 1368751.5291, 1357874.2768, 1359513.844, 1364162.4965, 1360610.8754, 1356423.0545, 1352870.6292, 1348770.907, 1344553.6661, 1340282.2057, 1335916.1995, 1332692.6369, 1328575.1684, 1325043.5889, 1319715.6187, 1316660.9105, 1313440.9134, 1308399.4004, 1303242.7448, 1298310.1566, 1294177.6753, 1288868.3016, 1281577.6254, 1272632.117, 1268228.4725, 1262880.6808, 
1256995.4874, 1252187.4017, 1248390.6733, 1244942.1, 1239144.2233, 1233942.2573, 1230723.1767, 1226867.6337, 1221196.9677, 1217790.1807, 1214384.238, 1208123.6172, 1202775.2627, 1197448.7915, 1188817.4666, 1182363.1107, 1179619.9528, 1176942.7544, 1175950.2525, 1176867.4583, 1177425.1056, 1177903.4634, 1178530.1767, 1178657.7161, 1178646.6908, 1178517.3739, 1178781.6064, 1179312.4059, 1179776.7335, 1178730.5121, 1176609.1539, 1175415.6271, 1175661.8338, 1176270.7697, 1175324.7639, 1174377.5487, 1172656.3563, 
1170008.8594, 1168549.5691, 1167734.7299, 1178038.2374, 1185879.6712, 1189381.1204, 1196245.6279, 1202885.266, 1209169.4122, 1211714.7326, 1245838.4412, 1261476.2878, 1279582.0126, 1283998.8932, 1287588.6864, 1294430.7056, 1294352.9396, 1294480.6815, 1296132.6998, 1298831.7369, 1299742.0647, 1303226.084, 1305625.6928, 1308148.9487, 1308534.4104, 1310175.1472, 1311735.5654, 1313573.0765, 1316075.3054, 1321315.0877, 1327242.9173, 1331863.7374, 1335700.0861, 1339720.5837, 1344408.1212, 1348701.8545, 
1355587.7346, 1360115.9949, 1365302.969, 1369485.0414, 1374137.8734, 1379722.858, 1386117.9708, 1391022.5851, 1395294.1331, 1401049.5506, 1406901.3455, 1410131.3125, 1414339.4854, 1415065.4901, 1413553.0273))"
TCD1502,Aboudeia,52.19571045576407,4.18230563002681,6.093833780160858,0.12064343163538874,37.05913978494624,"list(c(-573883.289999999, -565117.985100001, -547280.957699999, -530856.583999999, -529525.557399999, -524425.4976, -520001.772300001, -518510.042800002, -505877.5689, -506559.7161, -507455.513099998, -509538.8138, -512440.046, -515109.745000001, -517864.5933, -522173.8979, -524044.835200001, -524180.405499998, -522977.723000001, -519280.764400002, -515010.5266, -512083.5022, -509437.207199998, -507757.250399999, -508315.066399999, -508808.883400001, -507513.786400001, -505385.4177, -504215.504900001, 
-506236.1373, -509131.416499998, -511740.733800001, -515220.384599999, -519741.390000001, -524184.331700001, -528375.141899999, -533511.655999999, -536630.471099999, -541607.503699999, -545823.304099999, -549774.646400001, -552948.921100002, -556805.286400001, -559830.349399999, -565880.033500001, -575367.2722, -583094.5295, -592691.2346, -598115.971900001, -601123.8299, -604417.2663, -611787.000799999, -616747.5869, -619507.617899999, -625249.535799999, -628925.8466, -635583.944800001, -637585.740899999, 
-638066.045499999, -638546.364999998, -635692.411699999, -619741.922400001, -616275.9133, -603048.083000001, -598798.948899999, -589973.890000001, -592928.527899999, -577119.357000001, -573883.289999999, 1422635.9137, 1419653.2476, 1416228.2968, 1414179.7369, 1405522.884, 1406110.5229, 1409232.4662, 1413356.0183, 1414339.4854, 1410131.3125, 1406901.3455, 1401049.5506, 1395294.1331, 1391022.5851, 1386117.9708, 1379722.858, 1374137.8734, 1369485.0414, 1365302.969, 1360115.9949, 1355587.7346, 1348701.8545, 
1344408.1212, 1339720.5837, 1335700.0861, 1331863.7374, 1327242.9173, 1321315.0877, 1316075.3054, 1313573.0765, 1311735.5654, 1310175.1472, 1308534.4104, 1308148.9487, 1305625.6928, 1303226.084, 1299742.0647, 1298831.7369, 1296132.6998, 1294480.6815, 1294352.9396, 1294430.7056, 1294653.9697, 1295923.0572, 1298228.9878, 1299830.6604, 1306306.6439, 1309878.0472, 1312067.6927, 1315085.7088, 1315703.9374, 1319336.9122, 1321409.5568, 1322562.7099, 1325794.5993, 1330479.342, 1332486.7452, 1340706.1472, 
1345047.9593, 1349389.1333, 1374280.7394, 1373974.541, 1363684.8723, 1368115.3007, 1378306.9351, 1393246.5906, 1407918.8116, 1424245.2015, 1422635.9137))"
TCD1702,Dar Tama,38.95454545454545,4.181818181818182,4.818181818181818,0.36363636363636365,40.18181818181818,"list(c(-310923.121399999, -304961.879900001, -300150.1226, -296803.249400001, -288334.010400001, -276840.970199998, -270877.762800001, -272461.826200001, -272677.700100001, -269983.589600001, -267495.899500001, -267066.1296, -267262.7278, -268020.011799999, -267524.787, -265663.131499998, -268600.269099999, -266102.282099999, -262781.630800001, -259326.261300001, -255953.236000001, -253617.702100001, -255163.655999999, -256722.7808, -259481.606800001, -262182.2707, -264764.613200001, -267202.3928, 
-270909.452, -275316.5711, -279334.057700001, -281936.962499999, -289540.335099999, -292282.16, -295203.967500001, -299503.5693, -303785.169799998, -311197.6131, -314852.077100001, -336254.833099999, -347426.766100001, -356403.203000002, -359534.457600001, -364859.409400001, -371853.754299998, -372292.756700002, -371158.520199999, -367628.613499999, -364516.725200001, -365155.6241, -365998.067899998, -368615.755100001, -365807.156300001, -359862.054000001, -354126.556499999, -349433.572900001, -346096.089200001, 
-341819.8572, -336500.242899999, -321155.866599999, -310923.121399999, 1752147.8529, 1744060.3955, 1736538.8813, 1731523.2811, 1720463.4207, 1711799.5895, 1707568.669, 1702536.1574, 1699543.5814, 1698595.9533, 1696856.2605, 1693471.3736, 1690516.3358, 1687112.0033, 1684074.4392, 1679080.3257, 1675357.1468, 1671529.9076, 1669039.7368, 1668065.7047, 1665706.9428, 1662469.8283, 1658539.2579, 1654657.5268, 1653926.6645, 1653078.1399, 1649919.8062, 1648567.4082, 1646782.4644, 1643330.5552, 1642092.8024, 
1638594.8539, 1634470.3293, 1631217.9149, 1631321.9405, 1634566.5866, 1636967.0405, 1639363.2289, 1640847.5537, 1647461.213, 1651109.4529, 1651897.9563, 1652122.3478, 1653717.1586, 1654965.8218, 1669154.8811, 1678306.7982, 1690887.8823, 1704032.7514, 1712483.3518, 1717391.7239, 1722638.814, 1729376.2642, 1733150.2529, 1737607.5803, 1741150.0634, 1743549.672, 1746634.4265, 1750290.1417, 1752818.618, 1752147.8529))"
TCD1901,Barh El Gazel Sud,42.380522993688004,6.768259693417494,5.715058611361587,0.7051397655545536,31.112522686025407,"list(c(-940142.292300001, -935138.804900002, -931095.292800002, -923747.920000002, -918603.671, -914180.852499999, -913421.917300001, -885996.338300001, -870629.864999998, -854903.317699999, -852835.9375, -850954.537900001, -834054.738400001, -815001.896600001, -806463.771600001, -810235.284200002, -809422.638799999, -817710.588, -823985.773200002, -827945.438900001, -832024.712299999, -834835.8957, -844941.385499999, -850584.587299999, -856731.261599999, -859329.048099998, -870474.7531, -871531.456500001, 
-875300.145100001, -884998.919, -891707.253899999, -897857.890299998, -903638.523600001, -915955.5953, -921758.217999998, -928849.092300002, -933134.7311, -937137.4309, -945721.730999999, -945875.273600001, -947357.6569, -950299.922499999, -951999.605700001, -950835.289500002, -950697.318799999, -956971.119899999, -963389.045899998, -975948.626699999, -980650.595400002, -980187.980500001, -979006.186700001, -961824.224399999, -948707.396499999, -940971.1505, -940142.292300001, 1672952.383, 1664196.305, 
1658758.3162, 1649824.491, 1643217.7632, 1633876.9474, 1626469.2168, 1625789.6744, 1623113.9047, 1621998.801, 1621773.8701, 1621569.1563, 1619729.5576, 1607694.5553, 1600750.7428, 1573765.4977, 1548835.8553, 1536046.7273, 1539929.8201, 1540380.8071, 1542660.5527, 1540362.899, 1537108.0739, 1540181.1263, 1537293.1574, 1534867.7415, 1534945.11, 1541338.4457, 1554044.2759, 1558931.3474, 1560547.4583, 1562370.3561, 1564809.3732, 1572552.9113, 1580727.7917, 1584798.3457, 1585601.4543, 1586635.1774, 1563172.3696, 
1575920.8309, 1581541.0331, 1586924.7635, 1594721.8215, 1600915.1451, 1608856.7789, 1610589.7413, 1610048.5387, 1608507.5449, 1610094.2208, 1624884.1229, 1642531.1279, 1659107.9277, 1669771.3904, 1676057.6723, 1672952.383))"
TCD1903,Barh El Gazel Ouest,47.71978021978022,8.032967032967033,5.593406593406593,1.2307692307692308,30.978021978021978,"list(c(-933134.7311, -928849.092300002, -921758.217999998, -915955.5953, -903638.523600001, -897857.890299998, -891707.253899999, -884998.919, -875300.145100001, -871531.456500001, -870474.7531, -881748.1732, -887375.282600001, -889973.864500001, -894464.2194, -901142.549699999, -911567.622699998, -916366.780499998, -920117.229600001, -927543.0222, -939004.936000001, -939750.840999998, -942377.250599999, -948240.497000001, -946289.1523, -945721.730999999, -937137.4309, -933134.7311, 1585601.4543, 
1584798.3457, 1580727.7917, 1572552.9113, 1564809.3732, 1562370.3561, 1560547.4583, 1558931.3474, 1554044.2759, 1541338.4457, 1534945.11, 1532488.2012, 1530740.8645, 1528318.1182, 1529448.6884, 1530230.1693, 1528470.4127, 1528907.6402, 1526945.5309, 1527861.9047, 1529283.1591, 1533422.8029, 1538243.0277, 1544083.1202, 1548000.8269, 1563172.3696, 1586635.1774, 1585601.4543))"
TCD2002,Wadi Hawar,45.27947598253275,14.209606986899564,5.895196506550218,0.07860262008733625,25.344978165938866,"list(c(-289131.729400001, -256682.366, -222184.8649, -202974.447500002, -195644.1505, -198478.113000002, -201157.728399999, -203759.2223, -205774.718899999, -208550.5097, -210185.806699999, -212505.897399999, -215703.877799999, -216490.706799999, -216913.311799999, -225355.391199999, -229656.610199999, -234784.0984, -240551.490899999, -248622.971999999, -257285.432300001, -265948.166099999, -275177.290399998, -279641.181299999, -284509.3037, -287892.652100001, -294352.675000001, -300649.3147, -306000.344900001, 
-311770.654399998, -310232.7141, -289131.729400001, 1880704.8205, 1869210.1062, 1856896.8443, 1843749.0803, 1836785.139, 1834500.2439, 1831151.9905, 1829215.5623, 1826386.7127, 1824501.9192, 1822380.911, 1821142.2088, 1818447.7425, 1815304.5395, 1811745.9277, 1820828.1918, 1824054.0785, 1828891.6317, 1833833.9051, 1837783.9019, 1841663.8294, 1845542.7496, 1847518.4982, 1855785.929, 1857602.4243, 1858864.7255, 1860841.0684, 1862376.8396, 1864532.074, 1866855.6322, 1881135.833, 1880704.8205))"
TCD2101,Kimiti,43.73094170403587,7.423766816143497,5.360986547085202,0.8408071748878924,35.20422535211268,"list(c(-339711.088, -336267.549600001, -332157.138500001, -329681.051800001, -327593.997499999, -326950.318, -324306.962499999, -322118.130600002, -319752.536400001, -316172.031199999, -312408.911800001, -309523.6369, -306893.953899998, -303188.787799999, -299425.215300001, -295366.161499999, -291936.919300001, -291356.0174, -278593.859000001, -269266.071699999, -266121.508400001, -263231.386799999, -266855.217500001, -268538.174699999, -271030.388999999, -272520.215999998, -273724.6076, -270851.546999998, 
-268647.9738, -267852.422899999, -267415.042100001, -266525.3587, -265512.603999998, -263201.911600001, -261717.873300001, -261292.098299999, -261749.5013, -262186.798999999, -263043.157699998, -261405.537500001, -251585.874200001, -245481.678199999, -247568.938999999, -249130.715599999, -250636.1305, -251985.148600001, -252596.0658, -253363.633000001, -254161.963300001, -254693.275400002, -254504.524599999, -254439.799899999, -252704.200599998, -250975.606699999, -249455.0425, -246638.362100001, 
-244008.329300001, -241611.870099999, -238692.510299999, -234844.175500002, -231692.1899, -230923.407099999, -227372.082800001, -223496.025800001, -220597.251600001, -217751.160999998, -214555.581500001, -215059.835299999, -215247.146600001, -214640.594000001, -210619.243099999, -210322.108100001, -209829.316599999, -211167.263099998, -212783.621399999, -214286.843499999, -215817.803100001, -216621.523600001, -217372.453000002, -218179.6052, -219038.186799999, -219899.130800001, -221433.7064, -225608.909899998, 
-229271.665399998, -232898.244100001, -235540.339600001, -238435.258699998, -242365.106600001, -245419.924899999, -247915.378600001, -251755.153299998, -255673.567299999, -258756.2786, -261414.8237, -264275.703200001, -295738.201099999, -310626.989500001, -317720.582899999, -358592.893599998, -375110.029399998, -399543.180199999, -406937.6743, -406654.068999998, -411155.760000002, -410208.668400001, -405113.619899999, -404598.485599998, -402838.388300002, -397426.362399999, -394513.879700001, -392958.1611, 
-391609.423799999, -390467.694600001, -388598.461199999, -390064.2487, -392371.074000001, -395261.8336, -393238.395100001, -387821.155299999, -385534.415399998, -384812.946699999, -381794.243299998, -380340.4912, -379835.3057, -376816.302200001, -373943.7663, -371298.468600001, -366716.973499998, -360985.595100001, -354835.010899998, -349935.785, -346183.4899, -339711.088, 1505758.2339, 1504611.5041, 1503801.8204, 1501105.237, 1498381.3789, 1494377.9419, 1490715.6757, 1488414.7679, 1485285.4444, 
1484130.0721, 1484820.1889, 1485320.254, 1485735.3576, 1486364.1451, 1487082.2246, 1488952.0899, 1492702.5109, 1497257.3491, 1488545.614, 1484970.3566, 1484097.5476, 1483523.1727, 1473255.5023, 1469667.1239, 1467046.1682, 1464150.7341, 1461383.1982, 1458939.6385, 1456205.6421, 1452923.763, 1448860.4027, 1445729.9162, 1441529.4663, 1436657.8869, 1431743.9358, 1427597.8692, 1423590.9834, 1420702.8078, 1416807.9259, 1413281.3783, 1417734.4826, 1417735.551, 1411045.9318, 1404927.0599, 1399386.8894, 1393725.5338, 
1390230.1456, 1385673.0706, 1379790.8576, 1375138.655, 1371963.7125, 1367985.0108, 1365630.3325, 1362987.4795, 1360465.6374, 1357099.7938, 1354776.7001, 1353728.4138, 1352549.706, 1350623.4531, 1347102.5984, 1342929.2291, 1342971.0931, 1343406.6077, 1343668.1516, 1343930.8525, 1343433.6008, 1339989.8534, 1336594.0135, 1331776.3508, 1330174.0738, 1326157.8084, 1321529.7765, 1317213.847, 1313308.8962, 1309717.1819, 1306038.9635, 1303118.4589, 1300196.0473, 1297101.6532, 1294037.1218, 1290856.7422, 
1287969.1977, 1287972.9174, 1288694.333, 1289423.706, 1292025.2078, 1292423.6198, 1293299.3843, 1293869.3274, 1294719.1385, 1294426.0198, 1294896.4695, 1296269.9742, 1295093.4762, 1294527.0597, 1368216.2665, 1370906.2849, 1376376.0981, 1367303.1182, 1364162.4965, 1359513.844, 1357874.2768, 1368751.5291, 1371487.3691, 1374877.8362, 1382752.1875, 1386453.8835, 1393857.0436, 1399530.4137, 1403696.0994, 1408783.4118, 1412945.1931, 1416181.853, 1420920.881, 1424729.9188, 1432809.2349, 1442178.2405, 1453466.5339, 
1456820.6497, 1461553.3797, 1466974.6944, 1470553.8384, 1474591.1711, 1485080.3237, 1488657.0127, 1492856.2711, 1495116.9241, 1500191.7568, 1503655.1224, 1505851.9483, 1507931.5197, 1509778.9588, 1505758.2339))"
